"commitid","fileid","authorid","authorteamid","added","removed","currCloc","currComplex","currDupLines","currDupBlocks","prevCloc","prevComplex","prevDupLines","prevDupBlocks","delta"
281,1042,52,6,262,0,235,31,91,4,0,0,0,0,4
281,1043,52,6,445,0,229,28,65,1,0,0,0,0,1
281,1049,52,6,150,0,129,15,0,0,0,0,0,0,0
281,1050,52,6,54,9,81,0,0,0,41,0,0,0,0
281,1051,52,6,164,16,268,27,17,1,145,15,17,1,0
281,1053,52,6,38,7,41,0,0,0,16,0,0,0,0
281,1054,52,6,426,0,380,53,0,0,0,0,0,0,0
281,1058,52,6,157,0,136,15,0,0,0,0,0,0,0
281,1061,52,6,26,0,12,1,0,0,0,0,0,0,0
281,1062,52,6,18,0,14,1,0,0,0,0,0,0,0
281,1068,52,6,370,0,316,32,0,0,0,0,0,0,0
281,1071,52,6,29,0,11,1,0,0,0,0,0,0,0
281,1072,52,6,24,0,13,1,0,0,0,0,0,0,0
281,1080,52,6,35,16,192,27,0,0,175,23,0,0,0
281,1082,52,6,92,0,76,6,23,2,0,0,0,0,2
281,1119,52,6,3,2,183,20,0,0,181,19,0,0,0
281,1374,52,6,8,7,131,11,0,0,131,11,0,0,0
282,1992,25,2,10,3,424,43,56,4,418,40,56,4,0
283,177,34,2,3,3,33,0,0,0,33,0,0,0,0
283,199,34,2,3,3,14,0,0,0,14,0,0,0,0
283,445,34,2,7,7,298,42,0,0,298,42,0,0,0
283,461,34,2,6,6,392,36,0,0,392,36,0,0,0
283,464,34,2,8,8,115,17,0,0,115,17,0,0,0
283,467,34,2,6,6,276,28,0,0,276,28,0,0,0
283,478,34,2,26,26,470,73,0,0,470,73,0,0,0
283,479,34,2,32,32,536,93,42,2,536,93,42,2,0
283,493,34,2,1,1,12,1,0,0,12,1,0,0,0
283,521,34,2,3,3,649,100,48,1,649,100,48,1,0
283,524,34,2,9,9,272,40,0,0,272,40,0,0,0
283,550,34,2,4,4,264,52,0,0,264,52,0,0,0
283,551,34,2,0,31,13,1,0,0,44,1,0,0,0
283,567,34,2,0,23,13,1,0,0,36,1,0,0,0
283,577,34,2,0,60,13,1,0,0,73,1,0,0,0
283,579,34,2,0,63,13,1,0,0,76,1,0,0,0
283,601,34,2,8,8,548,15,66,2,548,15,66,2,0
283,604,34,2,0,40,13,1,0,0,53,1,0,0,0
283,607,34,2,4,4,340,22,37,1,340,22,37,1,0
283,615,34,2,3,3,164,0,0,0,164,0,0,0,0
283,656,34,2,14,14,531,70,0,0,531,70,0,0,0
283,662,34,2,2,2,1085,145,73,3,1085,145,73,3,0
283,668,34,2,236,0,196,20,0,0,0,0,0,0,0
283,672,34,2,179,0,106,10,0,0,0,0,0,0,0
283,686,34,2,0,236,0,0,0,0,196,20,0,0,0
283,687,34,2,5,5,12,1,0,0,12,1,0,0,0
283,689,34,2,0,179,0,0,0,0,106,10,0,0,0
283,690,34,2,4,4,12,1,0,0,12,1,0,0,0
283,691,34,2,4,4,208,18,0,0,208,18,0,0,0
283,692,34,2,3,3,12,1,0,0,12,1,0,0,0
283,696,34,2,0,312,0,0,0,0,242,19,38,2,-2
283,697,34,2,4,4,12,1,0,0,12,1,0,0,0
283,712,34,2,312,0,242,19,38,2,0,0,0,0,2
283,770,34,2,84,0,62,6,0,0,0,0,0,0,0
283,771,34,2,44,0,29,2,0,0,0,0,0,0,0
283,773,34,2,44,0,36,5,0,0,0,0,0,0,0
283,774,34,2,49,0,41,6,0,0,0,0,0,0,0
283,781,34,2,0,84,0,0,0,0,62,6,0,0,0
283,782,34,2,0,44,0,0,0,0,29,2,0,0,0
283,784,34,2,0,49,0,0,0,0,41,5,0,0,0
283,785,34,2,0,60,0,0,0,0,52,6,0,0,0
283,787,34,2,0,42,0,0,0,0,36,3,0,0,0
283,788,34,2,0,58,0,0,0,0,50,6,0,0,0
283,795,34,2,42,0,36,3,0,0,0,0,0,0,0
283,798,34,2,49,0,41,6,0,0,0,0,0,0,0
283,823,34,2,3,3,487,0,0,0,487,0,0,0,0
283,892,34,2,1,1,1072,103,0,0,1072,103,0,0,0
283,1036,34,2,0,1,23,0,0,0,24,0,0,0,0
283,1054,34,2,0,2,387,56,0,0,389,56,0,0,0
283,1075,34,2,3,3,678,114,0,0,678,114,0,0,0
283,1267,34,2,11,11,458,64,184,15,458,64,184,15,0
283,1268,34,2,9,9,465,61,179,8,465,61,179,8,0
283,1269,34,2,11,11,454,64,194,15,454,64,194,15,0
283,1270,34,2,6,6,413,50,198,21,413,50,198,21,0
283,1271,34,2,9,9,452,59,197,12,452,59,197,12,0
283,1294,34,2,8,8,81,5,0,0,81,5,0,0,0
283,1295,34,2,4,4,55,11,0,0,55,11,0,0,0
283,1296,34,2,9,9,142,17,0,0,142,17,0,0,0
283,1300,34,2,3,3,44,6,0,0,44,6,0,0,0
283,1301,34,2,3,3,45,7,0,0,45,7,0,0,0
283,1302,34,2,3,3,46,6,0,0,46,6,0,0,0
283,1303,34,2,3,3,48,6,0,0,48,6,0,0,0
283,1336,34,2,3,3,267,25,55,2,267,25,55,2,0
283,1345,34,2,1,1,145,17,0,0,145,17,0,0,0
283,1348,34,2,8,8,202,23,0,0,202,23,0,0,0
283,1349,34,2,4,4,784,124,43,1,784,124,43,1,0
283,1354,34,2,4,4,365,53,90,4,365,53,90,4,0
283,1366,34,2,12,12,597,85,0,0,597,85,0,0,0
283,1368,34,2,4,4,176,12,0,0,176,12,0,0,0
283,1371,34,2,4,4,130,13,0,0,130,13,0,0,0
283,1372,34,2,4,4,162,16,0,0,162,16,0,0,0
283,1376,34,2,23,23,382,99,21,1,382,99,21,1,0
283,1377,34,2,14,14,499,92,39,2,499,92,39,2,0
283,1382,34,2,3,3,125,9,17,1,125,9,17,1,0
283,1383,34,2,25,25,302,30,0,0,302,30,0,0,0
283,1384,34,2,19,19,291,30,35,2,291,30,35,2,0
283,1391,34,2,7,7,173,20,0,0,173,20,0,0,0
283,1399,34,2,16,16,189,23,0,0,189,23,0,0,0
283,1401,34,2,2,2,112,9,0,0,112,9,0,0,0
283,1403,34,2,4,4,125,17,0,0,125,17,0,0,0
283,1407,34,2,7,7,84,13,0,0,84,13,0,0,0
283,1410,34,2,3,3,72,12,0,0,72,12,0,0,0
283,1411,34,2,54,54,390,56,0,0,390,56,0,0,0
283,1417,34,2,0,42,13,1,0,0,55,1,0,0,0
283,1418,34,2,0,49,13,1,0,0,62,1,0,0,0
283,1419,34,2,0,44,13,1,0,0,57,1,0,0,0
283,1420,34,2,0,41,13,1,0,0,54,1,0,0,0
283,1421,34,2,0,47,13,1,0,0,60,1,0,0,0
283,1448,34,2,2,2,128,6,27,2,128,6,27,2,0
283,1470,34,2,4,6,413,25,37,1,415,25,37,1,0
283,1473,34,2,4,4,169,5,18,2,169,5,18,2,0
283,1479,34,2,0,36,13,1,0,0,49,1,0,0,0
283,1484,34,2,0,56,13,1,0,0,69,1,0,0,0
283,1491,34,2,0,26,13,1,0,0,39,1,0,0,0
283,1498,34,2,2,2,134,5,11,1,134,5,11,1,0
283,1508,34,2,2,2,181,6,0,0,181,6,0,0,0
283,1509,34,2,4,4,184,8,0,0,184,8,0,0,0
283,1511,34,2,2,2,199,5,54,5,199,5,54,5,0
283,1523,34,2,0,2,13,1,0,0,13,1,0,0,0
283,1525,34,2,0,36,13,1,0,0,49,1,0,0,0
283,1531,34,2,0,23,13,1,0,0,36,1,0,0,0
283,1534,34,2,0,24,13,1,0,0,37,1,0,0,0
283,1535,34,2,0,48,13,1,0,0,61,1,0,0,0
283,1536,34,2,2,2,153,6,11,1,153,6,11,1,0
283,1615,34,2,4,4,280,29,0,0,280,29,0,0,0
283,1621,34,2,4,4,238,33,113,4,238,33,113,4,0
283,1638,34,2,11,11,218,44,0,0,218,44,0,0,0
283,1664,34,2,1,1,11,1,0,0,11,1,0,0,0
283,1679,34,2,4,4,192,9,17,1,192,9,17,1,0
283,1680,34,2,4,4,273,13,0,0,273,13,0,0,0
283,1698,34,2,0,40,13,1,0,0,53,1,0,0,0
283,1730,34,2,1,1,107,0,0,0,100,0,0,0,0
284,479,2,3,3,0,510,89,42,2,508,89,42,2,0
284,1377,2,3,1,0,524,103,39,2,523,103,39,2,0
285,2079,39,6,17,2,71,13,0,0,57,12,0,0,0
285,2093,39,6,7,2,53,3,0,0,50,3,0,0,0
285,2098,39,6,18,16,110,11,141,1,109,11,141,1,0
286,1657,53,2,3,3,227,26,0,0,227,26,0,0,0
286,1687,53,2,1,1,223,4,0,0,223,4,0,0,0
287,102,66,5,70,0,62,4,0,0,0,0,0,0,0
287,158,66,5,68,0,269,37,0,0,205,28,0,0,0
287,339,66,5,30,0,27,1,0,0,0,0,0,0,0
287,343,66,5,98,0,74,5,0,0,0,0,0,0,0
287,479,66,5,1,1,792,125,59,2,792,124,59,2,0
287,1274,66,5,16,0,474,63,232,10,460,61,232,10,0
288,1802,66,3,1,1,152,16,50,3,152,16,50,3,0
289,626,56,8,2,16,360,41,0,0,371,43,0,0,0
289,870,56,8,1,3,188,29,0,0,189,29,0,0,0
289,873,56,8,1,1,58,6,0,0,58,6,23,3,-3
289,931,56,8,10,0,116,7,24,2,107,6,24,2,0
289,1264,56,8,1,1,503,65,219,12,503,65,219,12,0
289,1366,56,8,1,2,663,99,0,0,664,99,0,0,0
289,1488,56,8,6,4,161,7,0,0,159,7,0,0,0
290,1261,24,10,34,23,695,91,226,27,684,91,226,27,0
290,1265,24,10,27,19,314,44,204,8,306,45,219,9,-1
290,1275,24,10,38,32,207,27,58,2,200,27,59,2,0
290,1276,24,10,3,1,335,50,220,9,333,50,220,9,0
290,1985,24,10,18,3,120,7,0,0,108,5,0,0,0
290,1988,24,10,0,125,0,0,0,0,95,16,0,0,0
290,1995,24,10,196,83,361,43,129,7,256,30,124,8,-1
290,2028,24,10,0,209,0,0,0,0,172,11,0,0,0
291,50,59,2,1,0,166,14,0,0,165,14,0,0,0
291,486,59,2,4,2,772,115,143,6,770,114,142,6,0
291,662,59,2,2,1,1058,140,119,4,1057,140,118,4,0
291,1368,59,2,2,1,174,12,0,0,173,12,0,0,0
291,1995,59,2,2,1,192,18,92,7,191,18,92,7,0
292,524,47,6,13,24,272,40,0,0,285,44,0,0,0
293,810,67,5,69,0,32,5,0,0,0,0,0,0,0
293,818,67,5,5,1,32,0,0,0,30,0,0,0,0
293,884,67,5,56,1,846,43,0,0,816,41,0,0,0
293,909,67,5,1,0,19,0,0,0,18,0,0,0,0
294,48,33,3,21,14,188,16,0,0,192,16,0,0,0
294,1650,33,3,13,16,216,22,61,4,219,22,61,4,0
295,1,11,5,232,0,183,30,0,0,0,0,0,0,0
295,4,11,5,0,330,0,0,0,0,259,52,88,1,-1
295,6,11,5,73,65,560,79,68,2,554,78,0,0,2
295,8,11,5,6,4,116,11,0,0,114,11,0,0,0
295,9,11,5,0,75,0,0,0,0,48,5,0,0,0
295,10,11,5,83,0,56,6,34,2,0,0,0,0,2
295,12,11,5,14,22,103,15,0,0,110,16,0,0,0
295,15,11,5,2,2,134,13,0,0,134,13,0,0,0
295,44,11,5,244,0,218,25,0,0,0,0,0,0,0
295,86,11,5,0,42,0,0,0,0,16,0,0,0,0
295,117,11,5,23,24,315,35,48,5,318,34,48,5,0
295,118,11,5,0,99,0,0,0,0,79,4,0,0,0
295,128,11,5,1,1,57,3,0,0,57,3,0,0,0
295,145,11,5,49,42,454,40,0,0,447,40,0,0,0
295,151,11,5,10,8,92,7,0,0,91,7,0,0,0
295,161,11,5,1,1,173,21,39,8,173,21,39,8,0
295,162,11,5,1,1,475,47,0,0,475,47,0,0,0
295,163,11,5,1,1,65,4,0,0,65,4,0,0,0
295,176,11,5,4,10,64,0,0,0,69,0,0,0,0
295,183,11,5,46,22,345,36,0,0,322,34,0,0,0
295,198,11,5,7,9,31,0,0,0,32,0,0,0,0
295,222,11,5,76,29,201,23,25,1,161,16,0,0,1
295,226,11,5,0,36,0,0,0,0,13,1,0,0,0
295,230,11,5,0,32,0,0,0,0,12,1,0,0,0
295,237,11,5,0,38,0,0,0,0,12,1,0,0,0
295,240,11,5,0,32,0,0,0,0,11,1,0,0,0
295,247,11,5,16,0,13,1,0,0,0,0,0,0,0
295,253,11,5,221,0,171,9,0,0,0,0,0,0,0
295,256,11,5,0,94,0,0,0,0,74,2,0,0,0
295,257,11,5,0,16,0,0,0,0,13,1,0,0,0
295,259,11,5,16,0,13,1,0,0,0,0,0,0,0
295,260,11,5,94,0,74,2,0,0,0,0,0,0,0
295,289,11,5,16,0,13,1,0,0,0,0,0,0,0
295,304,11,5,1,1,182,8,33,4,182,8,33,4,0
295,312,11,5,236,0,188,10,44,4,0,0,0,0,4
295,354,11,5,1,0,101,9,0,0,100,9,0,0,0
295,359,11,5,0,17,0,0,0,0,13,1,0,0,0
295,360,11,5,0,132,0,0,0,0,113,5,0,0,0
295,397,11,5,35,17,284,13,0,0,269,13,0,0,0
295,402,11,5,1,1,107,6,0,0,107,6,0,0,0
295,404,11,5,1,1,82,3,0,0,82,3,0,0,0
295,432,11,5,46,15,102,6,0,0,72,5,0,0,0
295,610,11,5,0,161,0,0,0,0,107,19,0,0,0
295,611,11,5,0,134,0,0,0,0,90,17,0,0,0
295,612,11,5,0,43,0,0,0,0,29,0,0,0,0
295,613,11,5,0,26,0,0,0,0,12,0,0,0,0
295,616,11,5,0,171,0,0,0,0,137,16,0,0,0
295,617,11,5,0,92,0,0,0,0,66,8,0,0,0
295,618,11,5,0,279,0,0,0,0,234,34,0,0,0
295,619,11,5,0,123,0,0,0,0,96,8,0,0,0
295,621,11,5,14,10,127,10,0,0,123,10,0,0,0
295,622,11,5,0,206,0,0,0,0,154,18,0,0,0
295,663,11,5,0,12,64,10,0,0,75,12,0,0,0
295,670,11,5,0,1,139,18,0,0,140,18,0,0,0
295,727,11,5,26,2,38,1,0,0,13,1,0,0,0
295,729,11,5,29,2,41,1,0,0,13,1,0,0,0
295,736,11,5,0,165,0,0,0,0,135,8,22,1,-1
295,737,11,5,0,126,0,0,0,0,106,5,19,1,-1
295,816,11,5,0,8,181,0,0,0,188,0,0,0,0
295,838,11,5,0,358,0,0,0,0,209,30,0,0,0
295,861,11,5,0,37,95,13,0,0,117,17,0,0,0
295,862,11,5,3,1,231,24,0,0,229,24,0,0,0
295,863,11,5,7,47,414,72,25,1,439,76,25,1,0
295,881,11,5,5,83,1915,243,535,23,1985,251,535,23,0
295,925,11,5,0,5,207,10,0,0,212,10,0,0,0
295,926,11,5,1,37,248,27,0,0,270,29,0,0,0
295,1601,11,5,11,3,95,13,0,0,88,11,0,0,0
295,1606,11,5,1,0,10,1,0,0,9,1,0,0,0
295,1609,11,5,6,11,102,12,0,0,107,12,0,0,0
295,1626,11,5,1,17,277,31,86,10,291,33,86,10,0
295,1627,11,5,30,50,314,37,58,6,330,37,58,6,0
295,1629,11,5,2,2,244,30,72,15,244,30,72,15,0
295,1636,11,5,9,19,123,11,0,0,132,11,0,0,0
295,1658,11,5,4,3,98,13,0,0,97,13,0,0,0
295,1660,11,5,2,9,114,18,0,0,121,18,0,0,0
295,1685,11,5,7,7,139,4,0,0,139,4,0,0,0
295,1734,11,5,48,25,244,30,117,6,224,28,85,4,2
295,1843,11,5,5,0,82,5,0,0,78,5,0,0,0
295,1893,11,5,10,9,109,15,0,0,109,15,0,0,0
295,1900,11,5,10,9,152,17,25,1,152,17,25,1,0
295,1926,11,5,90,0,68,11,15,1,0,0,0,0,1
295,1936,11,5,84,18,321,34,63,3,265,27,18,1,2
295,1945,11,5,27,0,24,1,0,0,0,0,0,0,0
295,1963,11,5,15,1,109,4,0,0,98,4,0,0,0
296,693,37,9,11,0,899,69,0,0,891,69,0,0,0
296,713,37,9,34,0,18,2,0,0,0,0,0,0,0
297,1259,7,4,2,3,591,75,425,25,592,75,426,25,0
297,1261,7,4,2,4,638,84,200,20,640,84,200,20,0
297,1262,7,4,1,2,300,44,166,18,301,44,166,18,0
297,1263,7,4,1,2,570,74,318,25,571,74,319,25,0
297,1274,7,4,1,2,504,67,292,14,505,67,292,14,0
297,1339,7,4,5,30,55,5,0,0,71,8,0,0,0
297,1345,7,4,20,65,141,17,0,0,175,20,0,0,0
297,1346,7,4,8,31,243,37,84,4,264,40,84,4,0
297,1347,7,4,15,39,273,43,0,0,290,46,0,0,0
297,1348,7,4,14,37,287,48,37,2,304,51,37,2,0
298,1274,59,2,4,73,438,59,228,10,479,65,279,13,-3
298,1276,59,2,0,26,334,50,220,9,347,52,215,9,0
298,1286,59,2,1,3,23,3,0,0,25,3,0,0,0
298,1293,59,2,8,11,214,26,0,0,216,26,0,0,0
298,1303,59,2,0,2,48,6,0,0,50,6,0,0,0
299,1356,28,4,5,26,157,25,17,1,176,28,20,1,0
299,1359,28,4,6,29,407,60,41,2,424,63,41,2,0
299,1375,28,4,15,27,69,12,0,0,75,13,0,0,0
299,1376,28,4,8,11,353,90,21,1,354,90,21,1,0
299,1377,28,4,4,39,497,95,39,2,523,103,39,2,0
299,1383,28,4,5,33,356,51,0,0,375,54,0,0,0
299,1384,28,4,4,28,326,46,32,2,342,49,32,2,0
299,1385,28,4,3,30,108,7,15,1,126,10,15,1,0
299,1388,28,4,3,54,50,5,0,0,80,12,0,0,0
299,1411,28,4,5,25,423,61,21,1,441,64,21,1,0
299,1448,28,4,1,1,134,6,24,2,134,6,24,2,0
299,1483,28,4,1,1,229,10,23,3,229,10,23,3,0
299,1485,28,4,1,1,164,5,0,0,164,5,0,0,0
299,1494,28,4,1,1,155,6,69,9,155,6,69,9,0
299,1495,28,4,1,1,165,6,37,4,165,6,37,4,0
299,1503,28,4,1,4,104,4,14,1,107,4,14,1,0
299,1536,28,4,1,1,153,6,11,1,153,6,11,1,0
300,1051,58,6,1,1,268,27,17,1,268,27,17,1,0
300,1075,58,6,27,475,270,31,0,0,678,114,0,0,0
300,1080,58,6,76,22,242,38,0,0,192,27,0,0,0
301,1604,34,2,1,1,244,22,34,2,244,22,34,2,0
302,643,45,2,13,16,2052,328,157,10,2055,329,157,10,0
302,1343,45,2,55,25,338,52,0,0,311,47,0,0,0
303,2073,4,6,1,1,193,19,24,3,193,19,24,3,0
304,63,59,2,1,2,113,14,0,0,113,14,0,0,0
304,626,59,2,1,1,358,40,0,0,358,40,0,0,0
304,739,59,2,1,1,380,31,0,0,380,31,0,0,0
304,870,59,2,2,3,188,29,0,0,188,29,0,0,0
304,881,59,2,13,13,2023,257,535,23,2023,257,535,23,0
304,882,59,2,2,2,1773,304,38,4,1773,304,38,4,0
304,940,59,2,34,32,904,51,151,8,904,51,151,8,0
304,941,59,2,4,4,849,80,42,4,849,80,42,4,0
305,1336,19,1,2,1,268,25,55,2,267,25,55,2,0
306,1766,59,2,1,4,32,8,0,0,32,8,0,0,0
306,1767,59,2,7,17,406,86,222,6,408,86,225,6,0
306,1769,59,2,19,32,289,56,0,0,292,56,0,0,0
306,1770,59,2,2,14,163,36,0,0,164,36,0,0,0
306,1771,59,2,27,46,845,188,221,6,842,188,224,6,0
306,1774,59,2,3,8,45,11,0,0,47,11,0,0,0
306,1776,59,2,4,12,86,17,0,0,88,17,0,0,0
306,1777,59,2,3,7,87,17,74,2,89,17,75,2,0
306,1778,59,2,3,8,87,17,74,2,89,17,75,2,0
306,1780,59,2,2,6,36,6,0,0,37,6,0,0,0
306,1782,59,2,3,5,90,17,0,0,92,17,0,0,0
306,1783,59,2,2,5,37,6,0,0,38,6,0,0,0
306,1784,59,2,3,6,86,17,0,0,88,17,0,0,0
306,1786,59,2,5,7,93,18,0,0,94,18,0,0,0
306,1787,59,2,1,6,58,10,0,0,58,10,0,0,0
307,823,59,2,15,132,469,0,0,0,506,0,0,0,0
307,910,59,2,50,607,8825,1121,536,28,9294,1215,617,30,-2
308,1740,18,11,1,1,3123,494,106,3,3123,494,106,3,0
309,44,66,5,26,1,218,25,0,0,195,23,0,0,0
310,1366,46,4,0,225,579,79,0,0,755,116,0,0,0
311,1260,46,4,1,53,651,91,354,32,700,97,354,32,0
311,1264,46,4,1,53,508,70,174,9,557,76,174,9,0
311,1415,46,4,14,36,223,6,63,1,244,6,72,1,0
312,1067,55,6,2,2,98,10,0,0,98,10,0,0,0
313,1376,59,2,3,4,382,99,21,1,382,99,21,1,0
314,414,49,1,111,0,67,5,0,0,0,0,0,0,0
314,1084,49,1,19,4,159,14,0,0,151,13,0,0,0
315,1094,59,2,5,6,132,18,0,0,133,18,0,0,0
315,1102,59,2,4,5,105,15,0,0,106,15,0,0,0
315,1382,59,2,11,11,125,9,17,1,126,9,17,1,0
315,1383,59,2,0,1,302,30,0,0,303,30,0,0,0
315,1401,59,2,23,27,112,9,0,0,114,9,0,0,0
316,36,33,3,2,2,181,21,0,0,181,21,0,0,0
316,48,33,3,2,2,189,16,0,0,189,16,0,0,0
316,447,33,3,31,3,124,23,0,0,100,19,0,0,0
316,1971,33,3,27,2,129,14,0,0,108,12,0,0,0
317,985,45,2,36,2,136,15,49,2,114,10,43,2,0
317,1018,45,2,14,0,71,5,0,0,58,4,0,0,0
318,627,67,5,10,8,507,87,0,0,503,86,0,0,0
319,450,56,8,1,3,81,7,24,1,83,7,24,1,0
319,461,56,8,6,5,413,40,0,0,412,40,0,0,0
319,625,56,8,3,2,276,32,0,0,275,32,0,0,0
319,627,56,8,51,34,439,78,0,0,424,78,0,0,0
319,641,56,8,39,36,525,87,0,0,524,87,0,0,0
319,750,56,8,3,0,465,37,116,9,462,37,131,10,-1
319,1345,56,8,1,3,180,24,0,0,182,24,0,0,0
320,1569,51,7,57,51,2080,322,144,7,2079,306,144,7,0
321,1569,60,3,1,1,1844,230,175,9,1844,230,175,9,0
321,1808,60,3,58,47,3582,436,1613,36,3578,436,1613,36,0
321,1810,60,3,24,20,1093,114,831,22,1091,114,831,22,0
321,1816,60,3,39,39,1123,125,390,14,1123,125,390,14,0
321,1932,60,3,1,1,623,65,58,1,623,65,58,1,0
322,1353,59,2,9,13,51,7,0,0,51,7,0,0,0
322,1354,59,2,45,95,364,49,92,4,380,56,90,4,0
322,1366,59,2,19,69,618,87,0,0,619,87,0,0,0
322,1367,59,2,4,10,233,24,45,2,233,24,48,2,0
322,1368,59,2,19,24,217,15,0,0,211,15,0,0,0
322,1369,59,2,4,9,127,16,0,0,127,16,0,0,0
322,1370,59,2,2,9,137,16,0,0,137,16,0,0,0
322,1371,59,2,3,13,130,13,0,0,130,13,0,0,0
322,1372,59,2,12,19,164,16,0,0,162,16,0,0,0
322,1373,59,2,4,10,114,11,0,0,113,11,0,0,0
323,1368,59,2,6,3,221,18,0,0,218,15,0,0,0
324,2080,39,6,8,8,695,101,260,7,695,101,260,7,0
324,2089,39,6,2,46,67,10,0,0,94,15,0,0,0
324,2094,39,6,4,4,333,22,0,0,333,22,0,0,0
324,2100,39,6,19,38,95,7,0,0,114,8,0,0,0
325,662,10,1,1,1,1086,145,73,3,1086,145,73,3,0
325,722,10,1,19,0,218,48,0,0,203,45,0,0,0
325,723,10,1,83,15,1239,183,116,6,1173,177,116,6,0
325,910,10,1,57,5,8974,1170,517,22,8924,1165,517,22,0
325,1089,10,1,4,25,160,15,23,1,178,18,23,1,0
325,1090,10,1,10,24,158,32,20,1,173,34,20,1,0
325,1091,10,1,20,21,101,15,0,0,102,15,0,0,0
325,1092,10,1,9,29,77,10,0,0,95,14,0,0,0
325,1093,10,1,9,30,80,10,0,0,98,14,0,0,0
325,1095,10,1,6,25,84,8,0,0,99,10,0,0,0
325,1096,10,1,19,39,73,7,0,0,87,9,0,0,0
325,1097,10,1,4,25,89,7,11,1,104,9,11,1,0
325,1099,10,1,1,2,27,3,0,0,28,3,0,0,0
325,1101,10,1,4,22,54,8,25,1,71,11,25,1,0
325,1104,10,1,0,36,0,0,0,0,13,0,0,0,0
325,1105,10,1,0,79,0,0,0,0,34,1,58,2,-2
325,1107,10,1,36,0,13,0,0,0,0,0,0,0,0
325,1108,10,1,43,0,12,0,0,0,0,0,0,0,0
325,1109,10,1,0,70,0,0,0,0,50,8,0,0,0
325,1110,10,1,0,66,0,0,0,0,48,5,0,0,0
325,1111,10,1,11,11,142,25,42,2,142,25,42,2,0
325,1112,10,1,0,64,0,0,0,0,43,8,0,0,0
325,1113,10,1,251,0,210,27,78,3,0,0,0,0,3
325,1114,10,1,0,251,0,0,0,0,210,27,78,3,-3
325,1120,10,1,0,69,0,0,0,0,34,4,40,1,-1
325,1123,10,1,72,0,52,8,0,0,0,0,0,0,0
325,1124,10,1,66,0,48,5,0,0,0,0,0,0,0
325,1125,10,1,290,74,677,73,154,7,481,52,229,10,-3
325,1126,10,1,0,66,0,0,0,0,30,3,0,0,0
325,1127,10,1,0,75,0,0,0,0,41,5,49,1,-1
325,1128,10,1,64,0,43,8,0,0,0,0,0,0,0
325,1129,10,1,69,0,34,4,40,1,0,0,0,0,1
325,1130,10,1,71,0,35,3,0,0,0,0,0,0,0
325,1131,10,1,75,0,41,5,49,1,0,0,0,0,1
325,1132,10,1,212,0,123,16,176,5,0,0,0,0,5
325,1133,10,1,199,0,105,10,175,2,0,0,0,0,2
325,1134,10,1,244,0,159,22,208,4,0,0,0,0,4
325,1135,10,1,325,0,224,48,198,6,0,0,0,0,6
325,1136,10,1,0,114,0,0,0,0,90,11,58,7,-7
325,1137,10,1,0,86,0,0,0,0,67,4,0,0,0
325,1138,10,1,0,38,0,0,0,0,23,0,0,0,0
325,1139,10,1,0,43,0,0,0,0,12,0,0,0,0
325,1141,10,1,0,24,0,0,0,0,11,0,0,0,0
325,1144,10,1,16,13,240,25,23,1,237,25,23,1,0
325,1146,10,1,0,82,0,0,0,0,57,3,16,2,-2
325,1147,10,1,0,42,0,0,0,0,26,0,0,0,0
325,1148,10,1,0,103,0,0,0,0,81,9,40,2,-2
325,1149,10,1,0,81,0,0,0,0,56,3,16,2,-2
325,1150,10,1,2,3,11,0,0,0,12,0,0,0,0
325,1151,10,1,0,35,0,0,0,0,20,0,0,0,0
325,1152,10,1,0,89,0,0,0,0,68,8,40,2,-2
325,1153,10,1,0,82,0,0,0,0,57,3,25,3,-3
325,1154,10,1,3,2,10,0,0,0,9,0,0,0,0
325,1163,10,1,0,41,0,0,0,0,25,5,0,0,0
325,1164,10,1,0,42,0,0,0,0,26,5,20,1,-1
325,1167,10,1,105,0,83,9,40,2,0,0,0,0,2
325,1168,10,1,92,0,71,8,40,2,0,0,0,0,2
325,1169,10,1,119,0,94,11,58,7,0,0,0,0,7
325,1170,10,1,82,0,57,3,16,2,0,0,0,0,2
325,1171,10,1,81,0,56,3,0,0,0,0,0,0,0
325,1172,10,1,82,0,57,3,25,3,0,0,0,0,3
325,1175,10,1,69,0,50,4,0,0,0,0,0,0,0
325,1176,10,1,56,0,37,3,0,0,0,0,0,0,0
325,1179,10,1,24,0,11,0,0,0,0,0,0,0,0
325,1181,10,1,42,0,26,0,0,0,0,0,0,0,0
325,1182,10,1,37,0,22,0,0,0,0,0,0,0,0
325,1183,10,1,38,0,23,0,0,0,0,0,0,0,0
325,1191,10,1,236,0,205,12,30,2,0,0,0,0,2
325,1192,10,1,231,0,204,11,30,2,0,0,0,0,2
325,1193,10,1,189,0,162,9,34,3,0,0,0,0,3
325,1194,10,1,180,0,155,9,34,3,0,0,0,0,3
325,1195,10,1,188,0,161,9,30,2,0,0,0,0,2
325,1197,10,1,177,0,149,9,30,2,0,0,0,0,2
325,1198,10,1,158,0,136,7,30,2,0,0,0,0,2
326,447,2,3,30,4,100,19,0,0,80,17,0,0,0
326,1259,2,3,13,7,619,82,372,21,614,82,372,21,0
327,451,56,8,0,7,99,8,30,1,105,11,30,1,0
328,471,24,10,0,123,0,0,0,0,84,12,16,1,-1
328,573,24,10,0,36,0,0,0,0,33,1,0,0,0
328,1259,24,10,10,29,571,75,363,24,586,77,341,23,1
